0,1,class
314615.25201630604,220665.81643720885,0
264229.75621596666,62664.18965774641,1
381140.335830126,142376.96247730224,1
102764.86279003587,42659.36918683338,2
66074.13173168302,11259.747728358881,0
290343.72159222205,48641.99961397236,0
463268.1627926008,112998.92729857126,1
348106.39740660076,96862.71593196338,2
185131.39989489896,177605.93684466265,2
493843.1126643951,158987.14225210488,1
120189.8161733559,30378.441847967475,2
147235.2236776694,47511.41140837956,2
144076.6910659966,104718.12547025239,2
745760.4726442933,127276.85909503888,0
418014.1593120841,97424.65662613607,0
22114.50363385681,7253.468701734233,0
89686.19981989579,16369.270474163875,0
155808.4441126246,51119.367954629815,0
474784.32902409893,136973.8324346864,1
639788.2822164799,154267.81294697744,1
575876.3098402692,179071.54329092088,2
145375.24695455495,38660.67595064664,0
436028.3463712678,139312.69848233688,1
124223.69389206378,43479.31883333679,2
229652.23752554515,97604.90811260787,2
454594.4186066609,215539.18916137336,1
80626.6316699911,27631.061341835044,0
209184.5784948354,38123.43993028057,2
261269.63307639086,62214.96226252169,2
485571.88629105565,181421.50735947106,1
48914.915092180054,24639.030024063366,2
45046.88166526802,8676.264223865162,0
778217.0887805015,141616.56042301963,2
129252.3124326566,63901.54604225809,2
166811.72276598046,30504.14489589943,2
488284.66192170884,97892.04561042222,2
172078.88066168397,31310.946764962166,0
25209.88640396898,6925.921021855468,0
389492.16576437204,116143.98334064224,1
91910.12625742017,29157.023470952478,0
320283.9612859927,97601.40053521254,1
637930.0074760125,195623.8115632963,2
498489.51214135875,120907.32282243115,2
145070.86905816165,78865.19266690548,2
721629.3692192984,128232.74218686543,1
445816.3531047157,133281.22260334375,1
83644.33288873761,26268.704150516154,2
112095.0537817927,68029.54974251207,2
561989.2514893349,209699.50468381488,1
44829.540488896084,10895.415967635145,0
194539.42736289764,77499.15341504113,2
81603.37876088322,45276.49174776207,0
28727.994464583142,7918.949733490691,0
180566.72284180636,41818.02872728893,1
159481.32519111768,48198.98471999284,2
35609.68826477973,12388.114430415639,1
206274.07966433643,115179.92903677144,0
126113.54366061294,59769.626038501105,2
552719.257817081,128401.14135940182,0
46187.0993919901,19887.110257571345,2
269704.74317974126,145499.53811028908,0
278828.6015057028,151580.27515553907,1
709952.7932937751,129460.08011194471,0
